Pool,Pool Notes,Application,Foreground Begin (Unix Time),Foreground End (Unix Time)
,,Transmit,1357863218.86,1357863577.89
,,Google Chrome,1357863578.40,1357863639.81
,,Google Chrome,1357863640.82,1357863644.91
,,Transmit,1357863645.42,1357863655.08
,,Google Chrome,1357863655.59,1357863919.96
,,Finder,1357863920.47,1357863965.24
,,Google Chrome,1357863965.75,1357863978.96
,,Finder,1357863979.47,1357863979.97
,,InDesign,1357863980.49,1357863981.50
,,InDesign,1357863983.03,1357863986.09
,,Tweetbot,1357863986.59,1357864016.59
,,Google Chrome,1357864017.10,1357864054.34
,,InDesign,1357864054.87,1357864124.31
,,Finder,1357864124.82,1357864126.36
,,InDesign,1357864126.87,1357864128.40
,,Finder,1357864128.91,1357864133.50
,,InDesign,1357864134.01,1357864150.85
,,Finder,1357864151.36,1357864155.44
,,InDesign,1357864155.95,1357864167.67
,,Finder,1357864168.18,1357864168.69
,,Google Chrome,1357864169.21,1357864173.29
,,Finder,1357864173.80,1357864175.84
,,InDesign,1357864176.35,1357864186.05
,,Finder,1357864186.57,1357864187.10
,,Google Chrome,1357864187.61,1357864189.14
,,InDesign,1357864189.65,1357864192.20
,,Google Chrome,1357864192.72,1357864193.74
,,InDesign,1357864194.25,1357864231.96
,,Google Chrome,1357864232.47,1357864234.00
,,InDesign,1357864234.51,1357864235.54
,,Google Chrome,1357864236.05,1357864237.07
,,InDesign,1357864237.59,1357864241.67
,,Google Chrome,1357864242.18,1357864243.71
,,InDesign,1357864244.22,1357864245.75
,,Google Chrome,1357864246.26,1357864302.37
,,InDesign,1357864302.88,1357864303.39
,,InDesign,1357864304.42,1357864335.50
,,Google Chrome,1357864336.01,1357864399.79
,,Tweetbot,1357864400.30,1357864402.33
,,Google Chrome,1357864402.84,1357864499.33
,,Google Chrome,1357864500.35,1357864534.07
,,InDesign,1357864534.59,1357864541.74
,,Google Chrome,1357864542.24,1357864543.77
,,InDesign,1357864544.28,1357864555.50
,,Google Chrome,1357864556.01,1357864559.07
,,InDesign,1357864559.58,1357864565.71
,,Google Chrome,1357864566.23,1357864594.30
,,InDesign,1357864594.81,1357864605.53
,,Google Chrome,1357864606.04,1357864626.46
,,InDesign,1357864626.97,1357864627.48
,,Google Chrome,1357864627.99,1357864656.55
,,Finder,1357864657.06,1357864659.61
,,InDesign,1357864660.12,1357864675.91
,,Finder,1357864676.42,1357864676.93
,,InDesign,1357864677.44,1357864703.58
,,Finder,1357864704.09,1357864720.37
,,Terminal,1357864725.48,1357864726.00
,,Transmit,1357864726.51,1357864727.02
,,Terminal,1357864727.53,1357864728.06
,,Finder,1357864728.57,1357864731.63
,,InDesign,1357864733.67,1357864743.91
,,Google Chrome,1357864744.42,1357864754.65
,,Transmit,1357864755.16,1357864757.24
,,Google Chrome,1357864757.75,1357864785.87
,,Transmit,1357864786.39,1357864842.08
,,Finder,1357864842.59,1357864848.76
,,Transmit,1357864849.28,1357864893.71
,,Google Chrome,1357864894.23,1357864907.51
,,Transmit,1357864908.03,1357864908.54
,,Google Chrome,1357864909.05,1357864917.72
,,Finder,1357864918.24,1357864935.60
,,Preview,1357864936.12,1357864946.38
,,InDesign,1357864946.89,1357864949.95
,,Tweetbot,1357864950.46,1357864952.50
,,Preview,1357864953.01,1357864958.09
,,Google Chrome,1357864958.60,1357864960.13
,,Preview,1357864960.64,1357864963.19
,,Google Chrome,1357864963.70,1357864969.81
,,Preview,1357864970.32,1357864972.88
,,Google Chrome,1357864973.40,1357864979.01
,,Preview,1357864979.52,1357865008.06
,,Google Chrome,1357865008.57,1357865009.59
,,Google Chrome,1357865010.60,1357865011.11
,,Preview,1357865011.62,1357865021.78
,,Google Chrome,1357865022.31,1357865072.68
,,Preview,1357865073.19,1357865075.24
,,Google Chrome,1357865075.76,1357865092.03
,,Preview,1357865092.54,1357865094.07
,,Google Chrome,1357865094.59,1357865109.84
,,Preview,1357865110.35,1357865121.53
,,Google Chrome,1357865122.04,1357865123.05
,,Google Chrome,1357865124.09,1357865132.23
,,Preview,1357865132.75,1357865171.37
,,Google Chrome,1357865171.88,1357865199.86
,,Preview,1357865200.37,1357865203.42
,,Finder,1357865203.93,1357865204.44
,,Google Chrome,1357865204.95,1357865206.99
,,Finder,1357865207.52,1357865235.47
,,Google Chrome,1357865236.00,1357865242.12
,,Finder,1357865242.63,1357865244.66
,,Google Chrome,1357865245.17,1357865245.68
,,Finder,1357865246.19,1357865247.20
,,InDesign,1357865247.71,1357865250.26
,,Finder,1357865250.77,1357865265.51
,,Finder,1357865266.53,1357865271.63
,,InDesign,1357865272.14,1357865324.22
,,Google Chrome,1357865325.24,1357865340.01
,,InDesign,1357865340.52,1357865348.21
,,Google Chrome,1357865348.73,1357865349.77
,,InDesign,1357865350.28,1357865351.30
,,Google Chrome,1357865351.82,1357865354.36
,,InDesign,1357865354.87,1357865359.45
,,Google Chrome,1357865359.96,1357865364.03
,,InDesign,1357865364.54,1357865365.56
,,Google Chrome,1357865366.07,1357865581.61
,,Tweetbot,1357865582.12,1357865594.40
,,Google Chrome,1357865594.90,1357865655.58
,,Tweetbot,1357865656.08,1357865661.16
,,Google Chrome,1357865661.67,1357865798.77
,,InDesign,1357865799.28,1357865805.90
,,Finder,1357865806.40,1357865808.94
,,Preview,1357865809.45,1357865823.25
,,Google Chrome,1357865823.78,1357865868.97
,,Preview,1357865869.48,1357865871.01
,,Google Chrome,1357865871.52,1357865898.46
,,Preview,1357865898.97,1357865906.08
,,Google Chrome,1357865906.59,1357865913.70
,,Preview,1357865914.21,1357865916.76
,,Google Chrome,1357865917.27,1357865922.35
,,Preview,1357865922.86,1357865924.39
,,Google Chrome,1357865924.90,1357865926.42
,,Preview,1357865926.93,1357865927.48
,,Google Chrome,1357865927.99,1357865929.52
,,Preview,1357865930.02,1357865931.04
,,Preview,1357865932.06,1357865934.09
,,Google Chrome,1357865934.60,1357866083.95
,,Preview,1357866084.46,1357866138.30
,,Google Chrome,1357866138.81,1357866264.94
,,Preview,1357866265.45,1357866274.09
,,Google Chrome,1357866274.60,1357866282.73
,,Google Chrome,1357866283.75,1357866329.50
,,Preview,1357866330.01,1357866330.51
,,Google Chrome,1357866331.02,1357866338.65
,,Preview,1357866339.15,1357866339.68
,,Google Chrome,1357866340.19,1357866342.74
,,Preview,1357866343.26,1357866358.49
,,Google Chrome,1357866359.00,1357866369.67
,,Preview,1357866370.18,1357866381.91
,,Google Chrome,1357866382.42,1357866386.49
,,Preview,1357866387.00,1357866387.51
,,Google Chrome,1357866388.02,1357866390.57
,,Preview,1357866391.08,1357866414.47
,,Google Chrome,1357866414.98,1357866430.74
,,Preview,1357866431.26,1357866432.79
,,Google Chrome,1357866433.30,1357866453.63
,,Preview,1357866454.13,1357866454.64
,,Google Chrome,1357866455.15,1357866456.17
,,Preview,1357866456.68,1357866458.22
,,Google Chrome,1357866458.72,1357866463.81
,,Preview,1357866464.32,1357866464.83
,,Google Chrome,1357866465.34,1357866481.60
,,Preview,1357866482.10,1357866482.61
,,Google Chrome,1357866483.12,1357866509.60
,,Finder,1357866510.10,1357866515.71
,,Transmit,1357866518.76,1357866534.56
,,Finder,1357866535.06,1357866546.29
,,Terminal,1357866546.80,1357866553.94
,,Google Chrome,1357866554.45,1357866607.34
,,Terminal,1357866607.85,1357866608.35
,,Finder,1357866608.86,1357866613.44
,,Preview,1357866613.95,1357866643.49
,,Finder,1357866644.01,1357866645.03
,,Google Chrome,1357866645.55,1357866650.64
,,Finder,1357866651.15,1357866652.68
,,Google Chrome,1357866653.20,1357866668.45
,,Finder,1357866668.96,1357866669.47
,,Transmit,1357866669.98,1357866672.53
,,Finder,1357866673.04,1357866677.63
,,Transmit,1357866678.14,1357866683.74
,,Google Chrome,1357866684.25,1357866700.05
,,Transmit,1357866700.56,1357866702.59
,,Finder,1357866703.10,1357866704.12
,,Preview,1357866704.63,1357866717.86
,,Finder,1357866718.37,1357866719.39
,,Google Chrome,1357866719.92,1357866733.13
,,Finder,1357866733.65,1357866738.22
,,Preview,1357866738.73,1357866739.24
,,Finder,1357866739.75,1357866743.31
,,Preview,1357866743.81,1357866759.62
,,Google Chrome,1357866760.13,1357866800.37
,,Preview,1357866800.88,1357866801.39
,,Google Chrome,1357866801.90,1357866809.03
,,Google Chrome,1357866810.05,1357866813.10
,,Preview,1357866813.61,1357866814.62
,,Google Chrome,1357866815.13,1357867123.59
,,Preview,1357867124.10,1357867126.65
,,Google Chrome,1357867127.16,1357867255.34
,,Preview,1357867255.85,1357867259.41
,,Google Chrome,1357867259.92,1357867260.96
,,Preview,1357867261.46,1357867264.52
,,Google Chrome,1357867265.03,1357867266.05
,,Preview,1357867266.56,1357867267.58
,,Google Chrome,1357867268.09,1357867271.14
,,Preview,1357867271.65,1357867292.00
,,Preview,1357867293.02,1357867293.53
,,Finder,1357867294.04,1357867300.15
,,InDesign,1357867300.65,1357867327.68
,,InDesign,1357867328.70,1357867329.22
,,Preview,1357867329.73,1357867330.76
,,Google Chrome,1357867331.27,1357867333.83
,,InDesign,1357867334.34,1357867342.51
,,Google Chrome,1357867343.02,1357867351.67
,,InDesign,1357867352.18,1357867353.20
,,Google Chrome,1357867353.71,1357867355.24
,,InDesign,1357867355.75,1357867360.35
,,Google Chrome,1357867360.86,1357867396.45
,,InDesign,1357867396.96,1357867400.01
,,Google Chrome,1357867400.52,1357867486.46
,,InDesign,1357867486.96,1357867492.60
,,Preview,1357867493.11,1357867497.69
,,Google Chrome,1357867498.20,1357867501.27
,,Preview,1357867501.78,1357867502.29
,,InDesign,1357867502.80,1357867507.40
,,Preview,1357867507.91,1357867508.42
,,InDesign,1357867508.93,1357867509.44
,,Google Chrome,1357867509.95,1357867513.01
,,InDesign,1357867513.52,1357867514.04
,,Google Chrome,1357867514.55,1357867564.37
,,InDesign,1357867564.88,1357867566.93
,,Preview,1357867567.44,1357867568.47
,,InDesign,1357867568.98,1357867569.49
,,Google Chrome,1357867570.00,1357867572.55
,,Sublime Text 2,1357867575.09,1357867600.03
,,Google Chrome,1357867600.54,1357867643.25
,,Sublime Text 2,1357867643.76,1357867647.31
,,Preview,1357867647.82,1357867659.56
,,Google Chrome,1357867660.07,1357867665.18
,,InDesign,1357867665.69,1357867672.82
,,Google Chrome,1357867673.33,1357867675.89
,,InDesign,1357867676.40,1357867676.91
,,Google Chrome,1357867677.42,1357867686.59
,,InDesign,1357867687.10,1357867688.13
,,Google Chrome,1357867688.64,1357867697.79
,,InDesign,1357867698.30,1357867699.32
,,Google Chrome,1357867699.83,1357867701.86
,,Sublime Text 2,1357867702.37,1357867733.90
,,Google Chrome,1357867734.41,1357867766.96
,,Preview,1357867767.47,1357867771.55
,,Google Chrome,1357867772.06,1357867819.31
,,Preview,1357867819.82,1357867820.86
,,Google Chrome,1357867821.37,1357867840.20
,,Preview,1357867840.71,1357867841.22
,,Google Chrome,1357867841.73,1357867863.62
,,InDesign,1357867864.13,1357867876.36
,,Google Chrome,1357867876.87,1357867945.05
,,InDesign,1357867945.56,1357868012.89
,,Google Chrome,1357868013.40,1357868042.39
,,InDesign,1357868042.90,1357868065.33
,,Google Chrome,1357868065.83,1357868189.05
,,Google Chrome,1357869419.01,1357869425.62
,,InDesign,1357869426.13,1357869427.17
,,Google Chrome,1357869427.68,1357869428.19
,,InDesign,1357869428.72,1357869430.25
,,Google Chrome,1357869430.77,1357869440.45
,,InDesign,1357869440.96,1357869446.56
,,Google Chrome,1357869447.07,1357869469.48
,,InDesign,1357869469.99,1357869477.12
,,Google Chrome,1357869477.63,1357869485.76
,,Google Chrome,1357869486.79,1357869504.07
,,InDesign,1357869504.58,1357869507.63
,,Google Chrome,1357869508.14,1357869510.70
,,Google Chrome,1357869511.72,1357869543.24
,,InDesign,1357869543.74,1357869553.92
,,Google Chrome,1357869554.44,1357869575.27
,,InDesign,1357869575.80,1357869577.33
,,Preview,1357869577.84,1357869581.40
,,Finder,1357869581.91,1357869582.44
,,Preview,1357869582.95,1357869586.51
,,InDesign,1357869587.53,1357869601.25
,,Google Chrome,1357869601.76,1357869998.64
,,InDesign,1357869999.15,1357870000.17
,,Google Chrome,1357870000.68,1357870028.16
,,InDesign,1357870028.67,1357870042.42
,,Google Chrome,1357870042.93,1357870052.59
,,InDesign,1357870053.10,1357870055.66
,,Google Chrome,1357870056.17,1357870069.91
,,InDesign,1357870070.42,1357870070.93
,,Google Chrome,1357870071.44,1357870071.95
,,InDesign,1357870072.46,1357870072.97
,,Google Chrome,1357870073.47,1357870085.74
,,InDesign,1357870086.27,1357870086.78
,,Google Chrome,1357870087.29,1357870103.55
,,Google Chrome,1357870104.58,1357870111.21
,,InDesign,1357870111.72,1357870112.24
,,Google Chrome,1357870112.76,1357870114.83
,,InDesign,1357870115.34,1357870115.85
,,Google Chrome,1357870116.36,1357870236.89
,,InDesign,1357870237.40,1357870278.15
,,Google Chrome,1357870278.65,1357870307.14
,,InDesign,1357870307.65,1357870308.67
,,Google Chrome,1357870309.18,1357870310.19
,,InDesign,1357870310.72,1357870313.77
,,Google Chrome,1357870314.28,1357870323.94
,,InDesign,1357870324.45,1357870325.47
,,Google Chrome,1357870325.98,1357870342.26
,,InDesign,1357870342.77,1357870345.32
,,Google Chrome,1357870345.83,1357870373.79
,,InDesign,1357870374.32,1357870379.41
,,Google Chrome,1357870379.92,1357870390.10
,,InDesign,1357870390.61,1357870391.63
,,Google Chrome,1357870392.14,1357870434.83
,,InDesign,1357870435.36,1357870438.92
,,Google Chrome,1357870439.44,1357870445.53
,,InDesign,1357870446.04,1357870448.07
,,Google Chrome,1357870448.58,1357870480.65
,,InDesign,1357870481.16,1357870503.60
,,Google Chrome,1357870504.11,1357870517.82
,,InDesign,1357870518.34,1357870519.86
,,Google Chrome,1357870520.37,1357870535.11
,,InDesign,1357870535.63,1357870537.15
,,Google Chrome,1357870537.66,1357870556.48
,,InDesign,1357870556.99,1357870558.06
,,Google Chrome,1357870558.56,1357870597.75
,,InDesign,1357870598.29,1357870601.34
,,Google Chrome,1357870601.85,1357870628.29
,,InDesign,1357870628.80,1357870629.82
,,Google Chrome,1357870630.33,1357870651.18
,,InDesign,1357870651.69,1357870660.85
,,Finder,1357870661.36,1357870664.42
,,Google Chrome,1357870664.93,1357871029.99
,,Finder,1357871030.50,1357871031.52
,,Preview,1357871032.03,1357871039.16
,,Google Chrome,1357871039.67,1357871044.24
,,Google Chrome,1357871045.28,1357871056.97
,,Google Chrome,1357871058.00,1357871268.94
,,Preview,1357871269.46,1357871269.98
,,Google Chrome,1357871270.49,1357871295.43
,,Google Chrome,1357871296.47,1357871301.56
,,Preview,1357871302.09,1357871304.13
,,Google Chrome,1357871304.64,1357871352.46
,,Preview,1357871352.97,1357871356.02
,,Google Chrome,1357871356.54,1357871376.36
,,Preview,1357871376.87,1357871377.39
,,Google Chrome,1357871377.90,1357871411.97
,,Preview,1357871412.48,1357871414.01
,,Finder,1357871414.52,1357871426.75
,,Google Chrome,1357871427.27,1357871453.74
,,Preview,1357871454.77,1357871456.79
,,Finder,1357871457.30,1357871458.32
,,Preview,1357871458.83,1357871461.41
,,Google Chrome,1357871461.93,1357871484.79
,,Preview,1357871485.31,1357871488.36
,,Preview,1357871489.38,1357871490.39
,,Google Chrome,1357871490.91,1357871504.65
,,Preview,1357871505.16,1357871508.23
,,Google Chrome,1357871508.74,1357871534.77
,,Preview,1357871535.28,1357871542.91
,,Preview,1357871543.92,1357871545.47
,,Google Chrome,1357871545.99,1357871578.54
,,Preview,1357871579.05,1357871580.59
,,Finder,1357871581.12,1357871582.13
,,InDesign,1357871582.64,1357871586.20
,,Sublime Text 2,1357871586.71,1357871588.74
,,Finder,1357871589.25,1357871589.76
,,Google Chrome,1357871590.27,1357871933.00
,,Google Chrome,1357871934.02,1357872081.37
,,Transmit,1357872083.92,1357872084.43
,,Google Chrome,1357872084.94,1357872086.46
,,Transmit,1357872086.97,1357872089.06
,,Google Chrome,1357872089.56,1357872137.89
,,Transmit,1357872138.41,1357872152.14
,,Google Chrome,1357872152.65,1357872157.23
,,Google Chrome,1357872158.25,1357872160.28
,,Transmit,1357872160.79,1357872161.30
,,Google Chrome,1357872161.81,1357872162.31
,,Transmit,1357872162.82,1357872165.36
,,Google Chrome,1357872165.87,1357872174.01
,,Transmit,1357872174.52,1357872779.56
,,Google Chrome,1357872780.06,1357872785.14
,,Transmit,1357872785.65,1357872797.34
,,Google Chrome,1357872797.85,1357872819.17
,,Transmit,1357872819.67,1357872823.74
,,Google Chrome,1357872824.25,1357872828.99
,,Google Chrome,1357872830.59,1357872835.73
,,Tweetbot,1357872836.24,1357872838.84
,,Google Chrome,1357872839.34,1357873006.39
,,Tweetbot,1357873006.90,1357873014.04
,,Transmit,1357873014.55,1357873019.13
,,Google Chrome,1357873019.64,1357873133.17
,,Transmit,1357873133.68,1357873134.19
,,Tweetbot,1357873134.69,1357873136.73
,,Google Chrome,1357873137.24,1357873343.42
,,Google Chrome,1357873346.47,1357873355.13
,,xScope,1357873355.64,1357873378.03
,,Google Chrome,1357873378.53,1357873379.55
,,xScope,1357873380.06,1357873396.33
,,Google Chrome,1357873396.83,1357873420.81
,,Tweetbot,1357873421.32,1357873422.34
,,Transmit,1357873422.86,1357873423.89
,,Google Chrome,1357873424.40,1357873672.92
,,Transmit,1357873673.43,1357873674.45
,,Google Chrome,1357873674.96,1357873677.51
,,Finder,1357873678.01,1357873681.19
,,Transmit,1357873681.70,1357873705.09
,,Finder,1357873705.60,1357873706.11
,,Google Chrome,1357873706.61,1357873758.02
,,Finder,1357873758.53,1357873888.39
,,MAMP,1357873889.92,1357873898.06
,,Finder,1357873898.57,1357873899.59
,,MAMP,1357873900.09,1357873901.11
,,Google Chrome,1357873901.62,1357873905.70
,,MAMP,1357873906.21,1357873919.50
,,Google Chrome,1357873920.01,1357873926.14
,,MAMP,1357873926.65,1357873928.18
,,Google Chrome,1357873928.69,1357874086.67
,,Tweetbot,1357874088.21,1357874144.77
,,Google Chrome,1357874145.28,1357874208.50
,,Transmit,1357874209.01,1357874211.05
,,Google Chrome,1357874211.55,1357874214.61
,,Finder,1357874215.12,1357874221.23
,,Google Chrome,1357874221.74,1357874244.81
,,Finder,1357874245.35,1357874280.98
,,Google Chrome,1357874281.49,1357874377.24
,,Finder,1357874377.75,1357874397.62
,,Google Chrome,1357874398.13,1357874414.45
,,Tweetbot,1357874414.95,1357874415.97
,,Google Chrome,1357874416.48,1357874621.47
,,MAMP,1357874621.97,1357874625.04
,,Finder,1357874625.55,1357874628.10
,,Transmit,1357874628.61,1357874631.16
,,Finder,1357874631.67,1357874636.25
,,Google Chrome,1357874636.77,1357874673.49
,,Finder,1357874674.00,1357875046.57
,,Preview,1357875047.09,1357875055.31
,,Google Chrome,1357875055.82,1357875057.86
,,Preview,1357875058.37,1357875149.24
,,Finder,1357875149.75,1357875242.18
,,Preview,1357875242.69,1357875333.60
,,Finder,1357875334.12,1357875359.14
,,Preview,1357875359.66,1357875479.14
,,Finder,1357875479.65,1357875482.21
,,Preview,1357875482.72,1357875521.00
,,Google Chrome,1357875521.52,1357875545.47
,,Google Chrome,1357875546.49,1357875559.73
,,Preview,1357875560.24,1357875561.77
,,Google Chrome,1357875562.28,1357875833.80
,,Preview,1357875834.31,1357875837.37
,,Google Chrome,1357875837.88,1357875883.28
,,Transmit,1357875884.80,1357875955.78
,,Finder,1357875956.29,1357875966.51
,,Preview,1357875967.02,1357875970.08
,,Finder,1357875970.59,1357875996.69
,,Transmit,1357875997.20,1357876033.66
,,InDesign,1357876034.17,1357876088.43
,,Transmit,1357876088.94,1357876101.26
,,Preview,1357876101.78,1357876126.38
,,Finder,1357876126.90,1357876205.92
,,Preview,1357876206.43,1357876214.14
,,Transmit,1357876214.65,1357876264.27
,,Preview,1357876264.78,1357876317.92
,,Google Chrome,1357876318.43,1357876324.56
,,Preview,1357876325.07,1357876341.91
,,Google Chrome,1357876342.42,1357876345.48
,,Finder,1357876345.99,1357876378.19
,,Preview,1357876378.70,1357876415.48
,,Finder,1357876415.99,1357876830.27
,,Google Chrome,1357876830.79,1357876838.95
,,Finder,1357876839.46,1357876980.00
,,Google Chrome,1357876980.51,1357876981.53
,,Google Chrome,1357883067.93,1357883156.13
,,Tweetbot,1357883156.64,1357883158.19
,,Google Chrome,1357883158.70,1357883196.40
,,Tweetbot,1357883196.92,1357883197.95
,,Google Chrome,1357883198.46,1357883220.46
,,Google Chrome,1357883221.49,1357883450.01
,,Tweetbot,1357883450.52,1357883454.61
,,Tweetbot,1357883455.63,1357883462.26
